row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,order_year,order_month,order_quarter,quantity,profit,cost,profit_margin_%,qty_to_sales_ratio,customer_segment,delivery_delay
1482,US-2017-108455,2017-12-02,2017-12-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,2017,12,4,1,10.16,23.71,30.00,0.03,Small,6
1483,CA-2018-101210,2018-08-25,2018-08-28,Second Class,DW-13540,Don Weiss,Consumer,United States,Jackson,Tennessee,38301,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,9.73,2018,8,3,1,2.92,6.81,30.02,0.10,Small,3
1484,CA-2018-101210,2018-08-25,2018-08-28,Second Class,DW-13540,Don Weiss,Consumer,United States,Jackson,Tennessee,38301,South,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,3.42,2018,8,3,1,1.03,2.39,30.08,0.29,Small,3
1485,US-2017-108098,2017-10-14,2017-10-18,Standard Class,CP-12340,Christine Phan,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.00,2017,10,4,1,53.10,123.90,30.00,0.01,Large,4
1486,CA-2015-119032,2015-11-27,2015-12-03,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,New York City,New York,10035,East,OFF-FA-10003021,Office Supplies,Fasteners,Staples,3.76,2015,11,4,1,1.13,2.63,30.05,0.27,Medium,6
1487,CA-2016-140410,2016-11-03,2016-11-07,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,1212.85,2016,11,4,1,363.85,849.00,30.00,0.00,Large,4
1488,CA-2016-140410,2016-11-03,2016-11-07,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,2016,11,4,1,26.99,62.98,30.00,0.01,Large,4
1489,CA-2016-140410,2016-11-03,2016-11-07,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.60,2016,11,4,1,12.78,29.82,30.00,0.02,Large,4
1490,CA-2015-136280,2015-11-29,2015-12-06,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04,2015,11,4,1,1.51,3.53,29.96,0.20,Small,7
1491,CA-2018-151911,2018-04-30,2018-05-05,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,New York City,New York,10024,East,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,2018,4,2,1,18.89,44.07,30.00,0.02,Medium,5
1492,CA-2018-166436,2018-11-24,2018-11-28,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,2018,11,4,1,1.76,4.12,29.93,0.17,Large,4
1493,CA-2018-166436,2018-11-24,2018-11-28,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,977.29,2018,11,4,1,293.19,684.10,30.00,0.00,Large,4
1494,CA-2018-139661,2018-10-30,2018-11-03,Standard Class,JW-15220,Jane Waco,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,9.64,2018,10,4,1,2.89,6.75,29.98,0.10,Large,4
1495,CA-2015-123925,2015-12-17,2015-12-19,Second Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Georgia,31907,South,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,2015,12,4,1,12.01,28.04,29.99,0.02,Small,2
1496,CA-2018-152485,2018-09-04,2018-09-08,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.19,2018,9,3,1,3.06,7.13,30.02,0.10,Medium,4
1497,CA-2018-152485,2018-09-04,2018-09-08,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.78,2018,9,3,1,5.04,11.74,30.03,0.06,Medium,4
1498,CA-2018-152485,2018-09-04,2018-09-08,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,2018,9,3,1,3.94,9.18,30.03,0.08,Medium,4
1499,CA-2017-141586,2017-10-17,2017-10-20,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",18.16,2017,10,4,1,5.45,12.71,30.01,0.06,Small,3
1500,CA-2018-130386,2018-11-12,2018-11-18,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745,Central,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.06,2018,11,4,1,4.82,11.24,30.02,0.06,Small,6
1501,CA-2018-130386,2018-11-12,2018-11-18,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745,Central,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,223.06,2018,11,4,1,66.92,156.14,30.00,0.00,Small,6
1502,CA-2018-130386,2018-11-12,2018-11-18,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.05,2018,11,4,1,162.01,378.04,30.00,0.00,Small,6
1503,CA-2017-100468,2017-11-24,2017-12-01,Standard Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,2017,11,4,1,10.06,23.46,30.01,0.03,Small,7
1504,CA-2017-100468,2017-11-24,2017-12-01,Standard Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2017,11,4,1,2.98,6.96,29.98,0.10,Small,7
1505,CA-2016-153388,2016-08-01,2016-08-07,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,6.72,2016,8,3,1,2.02,4.70,30.06,0.15,Small,6
1506,CA-2016-153388,2016-08-01,2016-08-07,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1004.98,2016,8,3,1,301.49,703.49,30.00,0.00,Small,6
1507,CA-2018-154935,2018-12-24,2018-12-29,Standard Class,AR-10540,Andy Reiter,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,2018,12,4,1,5.36,12.52,29.98,0.06,Large,5
1508,CA-2017-134208,2017-09-17,2017-09-23,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Columbus,Georgia,31907,South,TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,396.00,2017,9,3,1,118.80,277.20,30.00,0.00,Large,6
1509,CA-2018-108294,2018-12-10,2018-12-10,Same Day,LS-16975,Lindsay Shagiari,Home Office,United States,Omaha,Nebraska,68104,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.50,2018,12,4,1,10.35,24.15,30.00,0.03,Medium,0
1510,CA-2018-103611,2018-09-12,2018-09-15,First Class,JM-15535,Jessica Myrick,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2018,9,3,1,2.51,5.85,30.02,0.12,Small,3
1511,CA-2018-100384,2018-06-24,2018-07-01,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,91767,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.60,2018,6,2,1,115.68,269.92,30.00,0.00,Medium,7
1512,CA-2018-100384,2018-06-24,2018-07-01,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,91767,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,35.82,2018,6,2,1,10.75,25.07,30.01,0.03,Medium,7
1513,CA-2018-112809,2018-08-18,2018-08-22,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,200.06,2018,8,3,1,60.02,140.04,30.00,0.00,Medium,4
1514,CA-2018-112809,2018-08-18,2018-08-22,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,2018,8,3,1,6.41,14.97,29.98,0.05,Medium,4
1515,CA-2018-112809,2018-08-18,2018-08-22,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.74,2018,8,3,1,2.02,4.72,29.95,0.15,Medium,4
1516,US-2018-160759,2018-12-11,2018-12-17,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",63.69,2018,12,4,1,19.11,44.58,30.01,0.02,Medium,6
1517,CA-2018-148446,2018-12-10,2018-12-14,Second Class,MC-17845,Michael Chen,Consumer,United States,North Las Vegas,Nevada,89031,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1669.60,2018,12,4,1,500.88,1168.72,30.00,0.00,Medium,4
1518,CA-2015-111059,2015-02-03,2015-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2015,2,1,1,25.15,58.69,30.00,0.01,Large,3
1519,CA-2015-111059,2015-02-03,2015-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.27,2015,2,1,1,3.98,9.29,29.99,0.08,Large,3
1520,CA-2018-116204,2018-02-11,2018-02-14,Second Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.34,2018,2,1,1,6.40,14.94,30.00,0.05,Large,3
1521,CA-2018-109946,2018-04-16,2018-04-21,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10001419,Office Supplies,Art,Newell 325,16.52,2018,4,2,1,4.96,11.56,30.02,0.06,Small,5
1522,CA-2016-144806,2016-12-06,2016-12-11,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.11,2016,12,4,1,61.83,144.28,30.00,0.00,Medium,5
1523,CA-2016-144806,2016-12-06,2016-12-11,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,19.92,2016,12,4,1,5.98,13.94,30.02,0.05,Medium,5
1524,CA-2016-144806,2016-12-06,2016-12-11,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,198.27,2016,12,4,1,59.48,138.79,30.00,0.01,Medium,5
1525,CA-2016-144806,2016-12-06,2016-12-11,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.10,2016,12,4,1,74.13,172.97,30.00,0.00,Medium,5
1526,CA-2016-144806,2016-12-06,2016-12-11,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.30,2016,12,4,1,25.89,60.41,30.00,0.01,Medium,5
1527,CA-2017-122392,2017-07-22,2017-07-27,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,18103,East,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,4.16,2017,7,3,1,1.25,2.91,30.05,0.24,Large,5
1528,CA-2017-122392,2017-07-22,2017-07-27,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,18103,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.65,2017,7,3,1,3.49,8.16,29.96,0.09,Large,5
1529,CA-2016-148432,2016-11-07,2016-11-10,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,26.18,2016,11,4,1,7.85,18.33,29.98,0.04,Small,3
1530,CA-2016-148432,2016-11-07,2016-11-10,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,7.30,2016,11,4,1,2.19,5.11,30.00,0.14,Small,3
1531,CA-2016-103793,2016-03-26,2016-03-31,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Miami,Florida,33142,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.35,2016,3,1,1,22.31,52.04,30.01,0.01,Small,5
1532,CA-2018-159884,2018-08-31,2018-09-05,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,85281,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.74,2018,8,3,1,3.22,7.52,29.97,0.09,Small,5
1533,CA-2018-159884,2018-08-31,2018-09-05,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,85281,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.38,2018,8,3,1,2.51,5.87,29.97,0.12,Small,5
1534,CA-2017-139885,2017-12-04,2017-12-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,New York City,New York,10035,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,212.88,2017,12,4,1,63.86,149.02,30.00,0.00,Small,4
1535,CA-2018-124086,2018-02-10,2018-02-14,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Laguna Niguel,California,92677,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.98,2018,2,1,1,61.19,142.79,30.00,0.00,Medium,4
1536,CA-2017-112389,2017-10-29,2017-11-02,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Bridgeton,New Jersey,8302,East,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,2017,10,4,1,12.22,28.52,30.00,0.02,Small,4
1537,CA-2017-112389,2017-10-29,2017-11-02,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Bridgeton,New Jersey,8302,East,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",11.67,2017,10,4,1,3.50,8.17,29.99,0.09,Small,4
1538,CA-2018-121888,2018-09-15,2018-09-17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,2018,9,3,1,12.00,27.99,30.01,0.03,Small,2
1539,CA-2018-121888,2018-09-15,2018-09-17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2018,9,3,1,4.88,11.40,29.98,0.06,Small,2
1540,CA-2018-121888,2018-09-15,2018-09-17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,2018,9,3,1,234.88,548.06,30.00,0.00,Small,2
1541,CA-2018-121888,2018-09-15,2018-09-17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48,2018,9,3,1,72.74,169.74,30.00,0.00,Small,2
1542,CA-2015-166884,2015-03-11,2015-03-16,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,2015,3,1,1,2.50,5.82,30.05,0.12,Medium,5
1543,CA-2015-166884,2015-03-11,2015-03-16,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.46,2015,3,1,1,3.14,7.32,30.01,0.10,Medium,5
1544,CA-2015-107181,2015-02-04,2015-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.90,2015,2,1,1,24.87,58.03,30.00,0.01,Medium,4
1545,CA-2015-107181,2015-02-04,2015-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,2015,2,1,1,10.27,23.97,29.99,0.03,Medium,4
1546,CA-2015-150245,2015-12-31,2016-01-04,Second Class,PC-18745,Pamela Coakley,Corporate,United States,Watertown,New York,13601,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.49,2015,12,4,1,472.05,1101.44,30.00,0.00,Small,4
1547,CA-2016-111395,2016-11-23,2016-11-27,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,335.52,2016,11,4,1,100.66,234.86,30.00,0.00,Medium,4
1548,CA-2016-111395,2016-11-23,2016-11-27,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.91,2016,11,4,1,7.17,16.74,29.98,0.04,Medium,4
1549,CA-2016-111395,2016-11-23,2016-11-27,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.06,2016,11,4,1,8.12,18.94,30.01,0.04,Medium,4
1550,CA-2015-134278,2015-07-06,2015-07-08,First Class,EP-13915,Emily Phan,Consumer,United States,New York City,New York,10011,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.99,2015,7,3,1,168.00,391.99,30.00,0.00,Large,2
1551,US-2018-124926,2018-11-13,2018-11-18,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Houston,Texas,77095,Central,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.32,2018,11,4,1,2.80,6.52,30.03,0.11,Large,5
1552,CA-2017-159345,2017-06-17,2017-06-22,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,111.96,2017,6,2,1,33.59,78.37,30.00,0.01,Small,5
1553,CA-2015-130274,2015-05-03,2015-05-05,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Appleton,Wisconsin,54915,Central,OFF-LA-10002195,Office Supplies,Labels,Avery 481,21.56,2015,5,2,1,6.47,15.09,30.01,0.05,Small,2
1554,CA-2018-158386,2018-10-16,2018-10-21,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,Richmond,Kentucky,40475,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,2018,10,4,1,37.42,87.33,30.00,0.01,Small,5
1555,CA-2016-111507,2016-02-06,2016-02-13,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Bellevue,Washington,98006,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,5.28,2016,2,1,1,1.58,3.70,29.92,0.19,Large,7
1556,CA-2018-120761,2018-09-04,2018-09-08,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Long Beach,New York,11561,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,2018,9,3,1,27.59,64.37,30.00,0.01,Small,4
1557,CA-2017-109176,2017-05-09,2017-05-15,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,9.34,2017,5,2,1,2.80,6.54,29.97,0.11,Small,6
1558,CA-2017-109176,2017-05-09,2017-05-15,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,2017,5,2,1,23.81,55.55,30.00,0.01,Small,6
1559,CA-2016-112116,2016-03-16,2016-03-18,Second Class,JE-15475,Jeremy Ellison,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,171.96,2016,3,1,1,51.59,120.37,30.00,0.01,Small,2
1560,CA-2017-126809,2017-04-09,2017-04-13,Standard Class,EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.35,2017,4,2,1,10.61,24.74,30.01,0.03,Medium,4
1561,CA-2015-105172,2015-04-04,2015-04-09,Standard Class,PK-18910,Paul Knutson,Home Office,United States,San Francisco,California,94109,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.90,2015,4,2,1,5.67,13.23,30.00,0.05,Small,5
1562,CA-2018-107293,2018-09-05,2018-09-06,First Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,98115,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78,2018,9,3,1,0.83,1.95,29.86,0.36,Medium,1
1563,US-2018-102890,2018-06-30,2018-06-30,Same Day,SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,10011,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,2018,6,2,1,313.39,731.24,30.00,0.00,Small,0
1564,CA-2016-158554,2016-11-09,2016-11-09,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.35,2016,11,4,1,3.41,7.94,30.04,0.09,Small,0
1565,CA-2015-116239,2015-03-04,2015-03-04,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.90,2015,3,1,1,106.47,248.43,30.00,0.00,Large,0
1566,CA-2016-132101,2016-03-19,2016-03-25,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.58,2016,3,1,1,136.07,317.51,30.00,0.00,Small,6
1567,CA-2016-129112,2016-11-29,2016-11-30,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,2016,11,4,1,6.44,15.04,29.98,0.05,Small,1
1568,CA-2016-129112,2016-11-29,2016-11-30,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,8.78,2016,11,4,1,2.64,6.14,30.05,0.11,Small,1
1569,US-2018-152002,2018-06-11,2018-06-11,Same Day,DV-13465,Dianna Vittorini,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,2018,6,2,1,36.89,86.08,30.00,0.01,Medium,0
1570,CA-2018-165029,2018-11-26,2018-11-30,Standard Class,AH-10075,Adam Hart,Corporate,United States,Atlanta,Georgia,30318,South,OFF-AR-10003504,Office Supplies,Art,Newell 347,12.84,2018,11,4,1,3.85,8.99,29.98,0.08,Medium,4
1571,US-2015-157385,2015-11-23,2015-11-25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,2015,11,4,1,181.18,422.74,30.00,0.00,Large,2
1572,US-2015-157385,2015-11-23,2015-11-25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84,2015,11,4,1,6.55,15.29,29.99,0.05,Large,2
1573,US-2015-157385,2015-11-23,2015-11-25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,2015,11,4,1,9.00,20.99,30.01,0.03,Large,2
1574,US-2015-157385,2015-11-23,2015-11-25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44,2015,11,4,1,114.43,267.01,30.00,0.00,Large,2
1575,CA-2015-101602,2015-12-15,2015-12-18,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,2015,12,4,1,12.20,28.48,29.99,0.02,Medium,3
